Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,is_first_party
Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,0.15,0.12,0.0,0.05,0.33,EA Bright Light,False
Alien: Isolation,PS3,2014,Shooter,Sega,0.12,0.16,0.0,0.05,0.33,Creative Assembly,False
Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007,Action,Tecmo Koei,0.0,0.0,0.33,0.0,0.33,Unknown,False
Teen Titans,GC,2006,Action,THQ,0.25,0.07,0.0,0.01,0.33,Artificial Mind and Movement,False
Def Jam Rapstar,Wii,2010,Misc,Konami Digital Entertainment,0.29,0.02,0.0,0.02,0.33,"Terminal Reality, 4mm Games",False
MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.28,0.02,0.0,0.02,0.33,Rainbow Studios,False
Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,0.31,0.02,0.0,0.0,0.33,Unknown,False
Binary Domain,PS3,2012,Action,Sega,0.09,0.07,0.14,0.03,0.33,Sega,False
NBA Live 06,GC,2005,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,EA Canada,False
Fireball,2600,1981,Action,Starpath Corp.,0.3,0.02,0.0,0.0,0.33,Unknown,False
Dr. Mario / Puzzle League,GBA,2005,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,Intelligent Systems,True
Family Party: 90 Great Games Party Pack,Wii,2010,Misc,D3Publisher,0.31,0.0,0.0,0.02,0.33,D3Publisher,False
DECA Sports Freedom,X360,2010,Sports,Hudson Soft,0.27,0.04,0.0,0.02,0.33,AI,False
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0.0,0.0,0.3,0.02,0.33,Unknown,False
NBA 2K10,PSP,2009,Sports,Take-Two Interactive,0.3,0.0,0.0,0.03,0.33,Visual Concepts,False
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,0.24,0.07,0.0,0.01,0.33,Kush Games,False
Golden Axe: Beast Rider,X360,2008,Action,Sega,0.19,0.11,0.0,0.03,0.33,Secret Level,False
Pinball Hall of Fame: The Gottlieb Collection,PS2,2004,Misc,Play It,0.16,0.12,0.0,0.04,0.33,Unknown,False
EA Playground,DS,2007,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,Piranha Games,False
Buzz! The Ultimate Music Quiz,PS3,2010,Misc,Sony Computer Entertainment,0.0,0.25,0.0,0.08,0.33,Unknown,True
Discovery Kids: Puppy Playtime,DS,2009,Simulation,505 Games,0.3,0.0,0.0,0.02,0.33,505 Games,False
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.32,CD Projekt Red Studio,False
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.23,0.09,0.0,0.01,0.32,Konami,False
Nicktoons: Movin',PS2,2004,Action,THQ,0.16,0.12,0.0,0.04,0.32,Mass Media,False
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,0.17,0.13,0.0,0.03,0.32,Sanzaru Games,True
Chicken Riot,Wii,2010,Action,City Interactive,0.14,0.15,0.0,0.03,0.32,City Interactive,False
One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,Unknown,False
Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,0.13,0.14,0.0,0.05,0.32,Unknown,False
Iron Man 2,Wii,2010,Action,Sega,0.15,0.15,0.0,0.03,0.32,High Voltage Software,False
SWAT: Global Strike Team,PS2,2003,Shooter,Vivendi Games,0.16,0.12,0.0,0.04,0.32,Argonaut Games,False
NCAA Basketball 10,X360,2009,Sports,Electronic Arts,0.3,0.0,0.0,0.02,0.32,EA Canada,False
Championship Bass,PS,1999,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,Unknown,False
The Adventures of Tintin: The Game,Wii,2011,Action,Ubisoft,0.12,0.16,0.0,0.04,0.32,Ubisoft Montpellier,False
Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,0.17,0.11,0.01,0.03,0.32,Eidos Interactive,False
Elebits,Wii,2006,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,Konami,False
Style Lab: Jewelry Design,DS,2009,Simulation,Ubisoft,0.3,0.0,0.0,0.02,0.32,Ubisoft,False
Def Jam Rapstar,PS3,2010,Misc,Konami Digital Entertainment,0.25,0.04,0.0,0.03,0.32,"Terminal Reality, 4mm Games",False
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,0.16,0.04,0.1,0.02,0.32,Sega,False
Just Dance 2016,XOne,2015,Misc,Ubisoft,0.25,0.04,0.0,0.03,0.32,Ubisoft,False
Golden Axe: Beast Rider,PS3,2008,Action,Sega,0.13,0.14,0.0,0.06,0.32,Secret Level,False
Dead Space 2,PC,2011,Shooter,Electronic Arts,0.13,0.15,0.0,0.04,0.32,Visceral Games,False
NHL Breakaway 98,N64,1998,Sports,Acclaim Entertainment,0.3,0.02,0.0,0.0,0.32,Unknown,False
Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,Hudson Soft,0.0,0.0,0.32,0.0,0.32,Unknown,False
Bratz: Girlz Really Rock,DS,2008,Action,THQ,0.18,0.11,0.0,0.03,0.32,Blitz Games,False
Minute to Win It,X360,2011,Misc,Zoo Games,0.3,0.0,0.0,0.02,0.32,Smack Down Productions,False
Kinetica,PS2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,SCE Santa Monica,True
The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,0.2,0.1,0.0,0.03,0.32,iNiS,False
NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32,EA Canada,False
Bust-A-Move '99,PS,1997,Puzzle,Acclaim Entertainment,0.18,0.12,0.0,0.02,0.32,Unknown,False
Dragon Quest Monsters 1·2,PS,2002,Role-Playing,Enix Corporation,0.0,0.0,0.3,0.02,0.32,Unknown,False
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0.25,0.05,0.0,0.03,0.32,n-Space,False
Remember Me,PS3,2013,Action,Capcom,0.1,0.17,0.0,0.06,0.32,DONTNOD Entertainment,False
Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,Konami,False
OverBlood,PS,1996,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32,Unknown,False
Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,0.11,0.08,0.1,0.03,0.32,Capcom Vancouver,False
ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32,Unknown,True
Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.32,Dimps Corporation,False
Eternal Sonata,X360,2007,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.32,Tri-Crescendo,False
Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,Victor Interactive Software,False
Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.03,0.32,Team Ninja,False
Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,Atari,0.0,0.0,0.32,0.0,0.32,Unknown,False
Final Fantasy XI,PS2,-1,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32,Square Enix,False
Dragon Ball Heroes: Ultimate Mission 2 ,3DS,2014,Strategy,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,Unknown,False
Overlord II,X360,2009,Action,Codemasters,0.15,0.14,0.0,0.03,0.32,Triumph Studios,False
Madden NFL 09,DS,2008,Sports,Electronic Arts,0.3,0.0,0.0,0.02,0.32,Exient Entertainment,False
Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,Konami,False
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,0.16,0.12,0.0,0.04,0.32,Unknown,False
Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,0.0,0.28,0.0,0.05,0.32,Rocksteady Studios,False
"Warhammer 40,000: Squad Command",PSP,2007,Strategy,THQ,0.11,0.13,0.0,0.08,0.32,RedLynx,False
Darkwatch,PS2,2005,Shooter,Ubisoft,0.16,0.12,0.0,0.04,0.32,High Moon Studios,False
Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.28,0.01,0.0,0.03,0.32,Neversoft Entertainment,False
Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,Now Production,False
Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010,Platform,D3Publisher,0.22,0.08,0.0,0.03,0.32,Griptonite Games,False
Pony Friends 2,DS,2009,Simulation,Eidos Interactive,0.21,0.09,0.0,0.03,0.32,Tantalus Interactive,False
My Baby: First Steps,DS,2009,Simulation,SouthPeak Games,0.27,0.03,0.0,0.02,0.32,Nobilis,False
Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32,Ubisoft,False
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.14,0.13,0.0,0.05,0.32,EA Bright Light,False
Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,CAProduction,True
Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0.0,0.32,Unknown,False
Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,0.18,0.12,0.0,0.02,0.32,Unknown,False
Just Dance 2016,X360,2015,Misc,Ubisoft,0.23,0.05,0.0,0.03,0.32,Ubisoft,False
Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0.0,0.0,0.32,0.0,0.32,Unknown,True
World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.13,0.16,0.0,0.03,0.32,Blizzard Entertainment,False
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,Sega,0.08,0.05,0.16,0.04,0.32,Sega,False
Bleach: Shattered Blade,Wii,2006,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,Polygon Magic,False
FIFA Street 3,PS3,2008,Sports,Electronic Arts,0.08,0.18,0.0,0.06,0.32,EA Canada,False
Fortress,GBA,2001,Action,Majesco Entertainment,0.23,0.08,0.0,0.01,0.32,Pipe Dream Interactive,False
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Adventure,Disney Interactive Studios,0.17,0.12,0.0,0.03,0.32,EA Bright Light,False
FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,EA Sports,False
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,Codemasters,False
Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games,0.27,0.02,0.0,0.02,0.32,Inti Creates,False
Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,Blitz Games,False
DiRT 2,PSP,2009,Racing,Sony Computer Entertainment,0.09,0.15,0.0,0.08,0.32,Codemasters,True
Rally Cross,PS,1997,Racing,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32,Unknown,True
Frogger's Adventures: The Rescue,PS2,2003,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,Konami,False
Silent Hill HD Collection,PS3,2012,Action,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32,Hijinx Studios,False
Extreme Pinball,PS,1995,Misc,Electronic Arts,0.18,0.12,0.0,0.02,0.32,Unknown,False
Singularity,X360,-1,Shooter,Unknown,0.24,0.05,0.0,0.02,0.32,Raven Software,False
Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,Harmonix Music Systems,False
Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft,0.12,0.14,0.0,0.05,0.32,Unknown,False
Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,"Buzz Monkey, EA Montreal",False
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,0.0,0.0,0.32,0.0,0.32,Unknown,False
Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0.0,0.0,0.32,0.0,0.32,Unknown,False
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,"Atlus, Dingo Inc.",False
"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive,0.14,0.15,0.0,0.03,0.32,Unknown,False
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.3,0.02,0.32,Unknown,False
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005,Misc,Unknown,0.23,0.08,0.0,0.01,0.32,Unknown,False
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32,Opus,False
Wipeout 2,Wii,2011,Misc,Activision,0.3,0.0,0.0,0.02,0.32,Endemol,False
SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,0.23,0.08,0.0,0.01,0.32,Unknown,False
Tetris 2 + Bombliss,NES,1991,Puzzle,BPS,0.0,0.0,0.32,0.0,0.32,Unknown,False
Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.16,0.12,0.0,0.04,0.32,Toys for Bob,False
Rock Band Country Track Pack,PS2,2009,Misc,MTV Games,0.16,0.12,0.0,0.04,0.32,Harmonix Music Systems,False
Prey,X360,2006,Shooter,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32,Venom Games,False
"Ed, Edd n Eddy: Jawbreakers!",GBA,2002,Adventure,BAM! Entertainment,0.23,0.08,0.0,0.01,0.32,Unknown,False
Dragster,2600,-1,Racing,Activision,0.3,0.02,0.0,0.0,0.32,Unknown,False
Frankenstein's Monster,2600,1982,Action,Data Age,0.3,0.02,0.0,0.0,0.32,Unknown,False
Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32,Ubisoft,False
Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,0.18,0.12,0.0,0.02,0.32,Unknown,False
Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,"Game Republic, JapanStudio",True
Derby Stallion DS,DS,2008,Sports,Enterbrain,0.0,0.0,0.32,0.0,0.32,Unknown,False
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,Airtight Games,False
The Darkness II,PS3,2012,Shooter,Take-Two Interactive,0.14,0.13,0.0,0.05,0.32,Digital Extremes,False
NBA 2K3,XB,2002,Sports,Sega,0.24,0.07,0.0,0.01,0.32,Visual Concepts,False
Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0.0,0.0,0.32,0.0,0.32,Unknown,False
Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0.0,0.0,0.32,0.0,0.32,Unknown,False
From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,Unknown,False
Sega Smash Pack,GBA,2002,Misc,Atari,0.23,0.08,0.0,0.01,0.32,CodeFire,False
All-Star Baseball 2005,PS2,-1,Sports,Unknown,0.16,0.12,0.0,0.04,0.32,Acclaim,False
The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,0.0,0.0,0.3,0.02,0.32,Unknown,False
Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0.0,0.0,0.3,0.02,0.32,Unknown,False
Live A Live,SNES,1994,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32,Unknown,False
NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.24,0.07,0.0,0.01,0.32,Microsoft Game Studios,True
Madden NFL 2002,GBA,2001,Sports,Electronic Arts,0.23,0.08,0.0,0.01,0.32,BudCat,False
Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.3,0.0,0.0,0.02,0.32,Destination Software,False
FIFA Street 3,X360,2008,Sports,Electronic Arts,0.14,0.14,0.0,0.03,0.32,EA Canada,False
Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,0.28,0.01,0.0,0.02,0.32,Activision,False
UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,Electronic Arts,0.03,0.0,0.0,0.28,0.32,Unknown,False
Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.02,0.32,Eden Studios,False
Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,0.29,0.0,0.0,0.02,0.32,EA Canada,False
The Biggest Loser,DS,2009,Sports,THQ,0.18,0.11,0.0,0.03,0.32,Webfoot Technologies,False
Power Rangers Samurai,DS,2011,Action,Namco Bandai Games,0.26,0.04,0.0,0.02,0.32,Inti Creates,False
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.24,0.07,0.0,0.01,0.32,Phantagram,False
4x4 Evolution,PS2,2001,Racing,Gathering of Developers,0.16,0.12,0.0,0.04,0.32,Terminal Reality,False
Clive Barker's Jericho,X360,2007,Shooter,Codemasters,0.28,0.01,0.0,0.02,0.32,"Mercury Steam, Alchemic Productions",False
Rise of the Tomb Raider,X360,2015,Adventure,Square Enix,0.18,0.11,0.0,0.03,0.32,Nixxes Software,False
Momotarou Dentetsu Happy,SNES,1996,Misc,Hudson Soft,0.0,0.0,0.32,0.0,0.32,Unknown,False
Power Rangers: Time Force,PS,2001,Action,THQ,0.18,0.12,0.0,0.02,0.32,Unknown,False
Romance of the Three Kingdoms VII,PS2,2000,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,Koei,False
Goosebumps HorrorLand,DS,2008,Adventure,Scholastic Inc.,0.29,0.0,0.0,0.02,0.32,SScholastic Media,False
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.1,0.17,0.0,0.05,0.32,Lionhead Studios,False
Littlest Pet Shop: City Friends,DS,2009,Simulation,Electronic Arts,0.29,0.0,0.0,0.02,0.32,Electronic Arts,False
"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32,Artificial Mind and Movement,True
DJ Hero,PS2,2009,Misc,Activision,0.1,0.02,0.0,0.2,0.32,FreeStyleGames,False
Lord of Arcana,PSP,2010,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.32,Access Games,False
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.15,0.11,0.0,0.05,0.32,High Impact Games,False
Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,0.0,0.0,0.32,0.0,0.32,Unknown,False
Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.15,0.03,0.1,0.03,0.32,"Namco Bandai Games America, Namco Bandai Games",False
Chicken Blaster,Wii,2009,Shooter,Zushi Games,0.29,0.0,0.0,0.02,0.32,Zoo Games,False
Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0.0,0.0,0.32,0.0,0.32,Omega Force,False
Shenmue II,XB,2002,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32,Sega AM2,True
Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0.0,0.02,0.32,Radical Entertainment,False
LEGO Marvel's Avengers,X360,2016,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,0.03,0.32,TT Games,False
Skylanders SWAP Force,XOne,2013,Platform,Activision,0.22,0.06,0.0,0.03,0.32,Vicarious Visions,False
Heart of Darkness,PS,1998,Platform,Ocean,0.18,0.12,0.0,0.02,0.32,Unknown,False
Rugby World Cup 2011,PS3,2011,Sports,505 Games,0.0,0.24,0.0,0.07,0.32,HB Studios Multimedia,False
Virtua Striker 2,DC,1999,Sports,Sega,0.0,0.0,0.32,0.0,0.32,Unknown,False
F1 Race Stars,PS3,2012,Racing,Codemasters,0.06,0.19,0.0,0.06,0.32,Codemasters,False
Overlord II,PS3,2009,Action,Codemasters,0.11,0.15,0.0,0.06,0.32,Triumph Studios,False
WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,0.18,0.12,0.0,0.02,0.31,Unknown,False
Shrek the Third,PSP,2007,Action,Activision,0.08,0.15,0.0,0.09,0.31,Amaze Entertainment,False
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0.0,0.0,0.31,0.0,0.31,Unknown,False
BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,0.23,0.04,0.02,0.02,0.31,Arc System Works,False
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0.0,0.0,0.02,0.31,SCEA San Diego Studios,True
Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,Vicarious Visions,False
Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,Atlus,0.12,0.0,0.19,0.01,0.31,Atlus,False
Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.02,0.31,Iron Galaxy Studios,False
NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,Unknown,True
Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,0.17,0.11,0.0,0.03,0.31,EA Bright Light,False
Jikkyou Powerful Pro Yakyuu 14,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31,Unknown,False
Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31,Hudson Soft,False
Madden NFL 2004,GBA,2003,Sports,Electronic Arts,0.22,0.08,0.0,0.01,0.31,BudCat,False
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31,Unknown,False
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31,Unknown,False
Mario Golf,GB,1999,Action,Nintendo,0.0,0.0,0.31,0.0,0.31,Unknown,True
Digimon World: Dawn / Dusk,DS,2007,Role-Playing,Namco Bandai Games,0.12,0.0,0.18,0.01,0.31,Unknown,False
Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,NewKidCo,0.17,0.12,0.0,0.02,0.31,Unknown,False
Birthday Party Bash,Wii,2009,Misc,Take-Two Interactive,0.29,0.0,0.0,0.02,0.31,Cat Daddy Games,False
NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31,High Voltage Software,True
FIFA Street,PS2,2005,Sports,Electronic Arts,0.15,0.12,0.0,0.04,0.31,EA Canada,False
Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.27,0.02,0.0,0.02,0.31,Backbone Entertainment,False
Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.03,0.31,"Image Epoch, Imageepoch",False
Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0.0,0.19,0.02,0.31,Access Games,False
Catherine,X360,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.31,Atlus,False
J Stars Victory Vs.,PS3,2014,Fighting,Namco Bandai Games,0.05,0.05,0.2,0.02,0.31,Bandai Namco Games,False
Jampack: Summer 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,Unknown,True
Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.17,0.12,0.0,0.02,0.31,Unknown,False
Yu-Gi-Oh! The Dawn of Destiny,XB,2004,Strategy,Konami Digital Entertainment,0.23,0.07,0.0,0.01,0.31,Unknown,False
1001 Touch Games,DS,2011,Action,Avanquest,0.11,0.16,0.0,0.04,0.31,Avanquest Software,False
The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0.0,0.01,0.31,Shiny Entertainment,False
Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,0.27,0.01,0.01,0.02,0.31,Namco Bandai Games,False
Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31,Arika,False
Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,0.23,0.07,0.0,0.01,0.31,Midway Studios - Los Angeles,False
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0.0,0.03,0.31,Human Head Studios,False
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31,Unknown,False
Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,0.16,0.01,0.12,0.01,0.31,Atlus,False
Einhänder,PS,1997,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31,Unknown,False
Tiny Toon Adventures: The Great Beanstalk,PS,1998,Misc,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,Unknown,True
Sonic Boom: Rise of Lyric,WiiU,2014,Action,Sega,0.19,0.09,0.0,0.03,0.31,Big Red Button Entertainment,False
Metro: Last Light,XOne,2014,Action,Deep Silver,0.15,0.13,0.0,0.03,0.31,Unknown,False
The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0.0,0.27,0.0,0.05,0.31,Blue Byte,False
WipEout Pulse,PSP,2007,Racing,Sony Computer Entertainment,0.13,0.12,0.0,0.06,0.31,Studio Liverpool,True
The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,0.16,0.12,0.0,0.03,0.31,Etranges Libellules,False
Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games,0.29,0.0,0.0,0.02,0.31,Unknown,False
Armored Core: Silent Line,PS2,2003,Simulation,Agetec,0.07,0.06,0.16,0.02,0.31,Unknown,False
SD Gundam G Generation Wars,PS2,2009,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31,Unknown,False
Dr. Seuss: How the Grinch Stole Christmas,DS,2007,Action,CokeM Interactive,0.29,0.0,0.0,0.02,0.31,Unknown,False
Fuel,X360,2009,Racing,Codemasters,0.09,0.18,0.0,0.04,0.31,Asobo Studio,False
Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,0.0,0.0,0.31,0.0,0.31,Unknown,False
Tropico 5,PS4,2015,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.31,Haemimont,False
KISS Pinball,PS,2001,Action,Take-Two Interactive,0.17,0.12,0.0,0.02,0.31,Wildfire Studios,False
Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft,0.23,0.07,0.0,0.01,0.31,Gearbox Software,False
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31,TT Games,False
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,2005,Action,THQ,0.22,0.08,0.0,0.01,0.31,Unknown,False
Super Robot Taisen Complete Box,PS,1999,Strategy,Banpresto,0.0,0.0,0.29,0.02,0.31,Unknown,False
